,Timestamp,Working Electrode Voltage [V],Working Electrode Current [A],Temperature [C],Corrected Working Electrode Voltage [V]
0,0.22073186992201954,0.7992283701896667,2.2007983716321178e-05,0.0,0.7987140568150065
1,0.41783192998263985,0.7975546717643738,2.2248670575208962e-05,0.0,0.7970347336822335
2,0.6149319399846718,0.7955635190010071,2.2193193217390217e-05,0.0,0.7950448773914326
3,0.8120318700093776,0.7935751080513,2.2097330656833947e-05,0.0,0.7930587066922482
4,1.0091318800114095,0.7915879487991333,2.190684426750522e-05,0.0,0.7910759989927083
5,1.2062318099197,0.7896192669868469,2.1945201297057793e-05,0.0,0.7891064207996554
6,1.4033318699803203,0.7876464128494263,2.1895391910220496e-05,0.0,0.7871347306777196
7,1.6004323899978772,0.7856736183166504,2.1839894543518312e-05,0.0,0.785163233085105
8,1.7975318699609488,0.7837058305740356,2.1837860913365148e-05,0.0,0.7831954928672068
9,1.9946318099973723,0.7817277312278748,2.179075454478152e-05,0.0,0.7812184943686159
10,2.1917318599298596,0.779762327671051,2.174695509893354e-05,0.0,0.779254114378562
11,2.3888319799443707,0.7777953743934631,2.1729407308157533e-05,0.0,0.7772875711823158
12,2.5859318799339235,0.7758041620254517,2.1695719624403864e-05,0.0,0.7752971460752611
13,2.783031789935194,0.7738366723060608,2.1726007616962306e-05,0.0,0.773328948543657
14,2.9801319199614227,0.7718839645385742,2.1695703253499232e-05,0.0,0.7713769489709619
15,3.177231859997846,0.769909143447876,2.173691063944716e-05,0.0,0.7694011648883785
16,3.3743319999193773,0.767943263053894,2.1706511688535102e-05,0.0,0.76743599489964
17,3.5714319199323654,0.7659847140312195,2.1702655430999584e-05,0.0,0.7654775359953903
18,3.7685319199226797,0.7640209197998047,2.167682941944804e-05,0.0,0.7635143453023698
19,3.965631859959103,0.7620262503623962,2.169468643842265e-05,0.0,0.7615192585571422
20,4.162731859949417,0.7600805163383484,2.167862476198934e-05,0.0,0.7595738998848356
21,4.359831899986602,0.7581014037132263,2.15814943658188e-05,0.0,0.7575970571387938
22,4.556931859930046,0.756134569644928,2.158999086532276e-05,0.0,0.7556300245123999
23,4.75403185992036,0.7541757822036743,2.1644575099344365e-05,0.0,0.7536699614703477
24,4.951131859910674,0.7522053122520447,2.1617282982333563e-05,0.0,0.7517001293191173
25,5.148231859900989,0.7502379417419434,2.1661076971213333e-05,0.0,0.7497317353697723
26,5.345331860007718,0.7482708096504211,2.1671230570063926e-05,0.0,0.7477643659947371
27,5.542431919951923,0.7462961077690125,2.164259785786271e-05,0.0,0.7457903332426329
28,5.739531970000826,0.7443122267723083,2.1613996068481356e-05,0.0,0.7438071206525856
29,5.936631859978661,0.7423490285873413,2.1579820895567536e-05,0.0,0.7418447211209044
30,6.133731859968975,0.7403796315193176,2.1585674403468147e-05,0.0,0.7398751872599132
31,6.330831869971007,0.7384212017059326,2.1602931155939586e-05,0.0,0.737916354166577
32,6.527931849937886,0.7364509701728821,2.157196831831243e-05,0.0,0.7359468462164641
33,6.725031920010224,0.7344685196876526,2.1560003006015904e-05,0.0,0.7339646753534038
34,6.9221318499185145,0.7324923276901245,2.1604992070933804e-05,0.0,0.731987431988422
35,7.11923193000257,0.7305313944816589,2.1574649508693255e-05,0.0,0.7300272078674305
36,7.316331929992884,0.7285721898078918,2.161223892471753e-05,0.0,0.7280671247515645
37,7.513431929983199,0.7265971899032593,2.1680016288883053e-05,0.0,0.7260905409305979
38,7.7105318600079045,0.7246291041374207,2.1593439669231884e-05,0.0,0.7241244784084145
39,7.907631799927913,0.7226637005805969,2.1612362615996972e-05,0.0,0.7221586326336786
40,8.10473182995338,0.7207012176513672,2.1591484255623072e-05,0.0,0.7201966376192038
41,8.301831859978847,0.7187287211418152,2.1578753148787655e-05,0.0,0.7182244386279799
42,8.498931859969161,0.7167564034461975,2.1562364054261707e-05,0.0,0.7162525039356679
43,8.696032149950042,0.7147840261459351,2.16336666198913e-05,0.0,0.7142784603372282
44,8.893131849938072,0.7128106355667114,2.16245862247888e-05,0.0,0.7123052819613899
45,9.090231859940104,0.710843026638031,2.1478161215782166e-05,0.0,0.7103410948973149
46,9.287332020001486,0.7088702917098999,2.159315044991672e-05,0.0,0.7083656727397756
47,9.484431930002756,0.7068919539451599,2.160637995984871e-05,0.0,0.7063870258093262
48,9.681531899957918,0.7049302458763123,2.1572734112851322e-05,0.0,0.7044261040237354
49,9.878631859901361,0.702957808971405,2.1567046132986434e-05,0.0,0.7024538000435048
50,10.0757319299737,0.700990617275238,2.156980372092221e-05,0.0,0.7004865439041623
51,10.272831889917143,0.6990305185317993,2.1601379557978362e-05,0.0,0.6985257072523571
52,10.469931819941849,0.6970484852790833,2.1587231458397582e-05,0.0,0.6965440046322394
53,10.667031799908727,0.6950938701629639,2.1511965314857662e-05,0.0,0.6945911484407349
54,10.864132349961437,0.693115234375,2.164857323805336e-05,0.0,0.6926093202075706
55,11.061231829924509,0.6911581158638,2.1551071768044494e-05,0.0,0.6906544802472239
56,11.258331859949976,0.6891872882843018,2.160177427867893e-05,0.0,0.6886824677804736
57,11.455431999987923,0.687216579914093,2.1634665245073847e-05,0.0,0.6867109907681148
58,11.652531769941561,0.6852432489395142,2.1527315766434185e-05,0.0,0.684740168486442
59,11.849631919991225,0.6832749843597412,2.15772379306145e-05,0.0,0.6827707372556455
60,12.046732009970583,0.6813055276870728,2.1568313968600705e-05,0.0,0.6808014891306149
61,12.243831819971092,0.6793416142463684,2.1639369151671417e-05,0.0,0.6788359151729153
62,12.440931760007516,0.6773789525032043,2.1624218788929284e-05,0.0,0.6768736074846383
63,12.63803175999783,0.6754010319709778,2.1582965928246267e-05,0.0,0.6748966510070142
64,12.835131959989667,0.6734360456466675,2.1567257135757245e-05,0.0,0.6729320317877591
65,13.03223185997922,0.6714810729026794,2.159568975912407e-05,0.0,0.6709763945904226
66,13.22933187999297,0.6695067882537842,2.1627985915984027e-05,0.0,0.6690013551997191
67,13.426432009902783,0.6675382852554321,2.148068233509548e-05,0.0,0.6670362945976703
68,13.62353181000799,0.6655653119087219,2.156037589884363e-05,0.0,0.6650614588601915
69,13.820631939917803,0.6635991334915161,2.157319431717042e-05,0.0,0.6630949808842405
70,14.0177317999769,0.6616465449333191,2.1598214516416192e-05,0.0,0.6611418076189991
71,14.21483187994454,0.6596607565879822,2.1596964870695956e-05,0.0,0.6591560484771329
72,14.411931819980964,0.6576983332633972,2.1541429305216298e-05,0.0,0.657194922985392
73,14.609031789936125,0.6557392477989197,2.1546033167396672e-05,0.0,0.6552357299314175
74,14.806131819961593,0.6537657380104065,2.1580661268671975e-05,0.0,0.6532614109049544
75,15.003231759998016,0.651792049407959,2.1623074644594453e-05,0.0,0.6512867311273596
76,15.200331859989092,0.6498184204101562,2.1556408682954498e-05,0.0,0.6493146600730808
77,15.397431769990362,0.6478607058525085,2.1591702534351498e-05,0.0,0.6473561207193023
78,15.59453185996972,0.6458848714828491,2.1566191207966767e-05,0.0,0.6453808825340337
79,15.791631889995188,0.6439108848571777,2.1580543034360744e-05,0.0,0.6434065605147905
80,15.988731769961305,0.6419369578361511,2.1670890419045463e-05,0.0,0.6414305221295923
81,16.18583190999925,0.6399698853492737,2.160765689041e-05,0.0,0.639464927372339
82,16.382931930013,0.6380095481872559,2.1604058929369785e-05,0.0,0.6375046742925119
83,16.580031889956445,0.6360432505607605,2.1550784367718734e-05,0.0,0.6355396216605576
84,16.777131859911606,0.6340794563293457,2.1591717086266726e-05,0.0,0.6335748708560699
85,16.97423185990192,0.6321031451225281,2.1559782908298075e-05,0.0,0.6315993059318309
86,17.171331760007888,0.6301320195198059,2.15711843338795e-05,0.0,0.6296279138846338
87,17.368431849987246,0.6281684041023254,2.1583718989859335e-05,0.0,0.6276640055397639
