,Timestamp,Frequency [Hz],Absolute Impedance,Phase Angle,Real Impedance,Imaginary Impedance,Total Harmonic Distortion,Number of Cycles,Working electrode DC Voltage [V],DC Current [A],Current Amplitude,Voltage Amplitude
0,756133.11796136,500000.0,28.86962720665642,9.117061194060057,28.504907610263807,4.57445266470657,104.75472731318357,1330.0,1.500908327102661,0.0013857488738722168,0.00036228408625498866,0.010306107323520965
1,756133.46880652,397164.09375,30.144571332771733,7.626466167264546,29.877922776281093,4.000613879287396,108.17225344225876,1365.0,1.4991162538528442,1.4885169366607443e-05,0.00034498589014966846,0.010026321916355791
2,756134.03140337,315478.625,23.164037804453276,-0.9255814712325704,23.161015356270045,-0.3741858799631184,219.22676096217083,1355.0,1.49904408454895,-4.5709680853178726e-05,0.00044015328512185536,0.0102015642590032
3,756134.42138112,250593.578125,25.95023804850783,-0.385194407476052,25.949651607412715,-0.17445981808517513,90.98785780639717,1385.0,1.4989473581314088,-5.288465035846457e-05,0.00042274196900120135,0.010501356401666714
4,756135.11518285,199053.53125,21.782635488568378,4.201363643747157,21.724099749944305,1.5958379874875601,109.42293013857666,1360.0,1.4987765789031982,-8.361743093701079e-05,0.00042390754480946214,0.00946279795883089
5,756135.56812366,158113.890625,22.225269292076746,1.4336652341428493,22.218311929780445,0.5560666293759245,104.22463833543057,1370.0,1.4997762203216554,-9.655479661887511e-05,0.0004245188061712501,0.009667786212467746
6,756136.64967748,125594.34375,29.490617960976433,-0.6162489477092591,29.48891220537036,-0.3171823832192466,125.70452475636566,1365.0,1.4987494945526123,-0.00010050850250991062,0.0003633295210897479,0.010563601632447002
7,756137.70709738,99763.0859375,21.46504410278788,6.455163832008469,21.32895867149261,2.4132219799241184,87.03518018525017,1355.0,1.4992318630218506,-0.00010439494799356908,0.0005039785921082247,0.011139164589513499
8,756138.21298705,79244.65625,25.733417394767127,-0.6891215003964498,25.731556128234438,-0.30949964915020556,117.13657665243514,1360.0,1.4979187488555907,-0.00011145406606374308,0.0003619122417879369,0.00969901355122325
9,756138.59584545,62946.23046875,29.9828106441731,-0.5754821258836273,29.98129827746389,-0.3011440221565259,103.24138086730102,1285.0,1.4991012573242188,-0.00011544514418346808,0.0003531212957334273,0.01058230227336682
10,756138.84490007,50000.0078125,26.21869944153807,5.061435513462551,26.116464146228772,2.313114978650195,440.9401956193234,1020.0,1.500224494934082,-0.00012015371758025139,0.0003755678178181311,0.010018878639479973
11,756139.25274542,39716.4375,30.236898097807032,-7.436160944119669,29.982596061792332,-3.9133029492439433,126.9975199758931,810.0,1.4983402013778686,-0.0001135542377596721,0.00033297644050248406,0.00993811149715651
12,756139.43666794,31547.900390625,24.16430875263379,-8.106183629918869,23.922869738189252,-3.407362760588151,116.5301453203167,645.0,1.4980002403259278,-0.00010953700548270718,0.0003984126185861252,0.00968600192274745
13,756139.67388777,25059.375,21.394452341488282,5.815147474293915,21.28435557993198,2.1676712248936285,97.89482819859167,510.0,1.499360156059265,-0.00011534424556884915,0.0004214851709356153,0.009459437234700139
14,756139.9028478,19905.34375,23.929449325159595,-0.6466811989724812,23.92792515553113,-0.2700791674333146,97.26579945005093,405.0,1.500871205329895,-9.956305148079991e-05,0.00038328878282170266,0.00969107320751288
15,756140.23478297,15811.3896484375,26.08025854083678,12.414063884397512,25.470490092576632,5.606605033426682,189.51467175208253,320.0,1.49891095161438,-0.00011502286797622218,0.0004273080532572667,0.010297321006934325
16,756140.58077539,12559.443359375,23.99331696476389,1.6340374671070919,23.983560115060733,0.6841806624675649,89.991040792145,255.0,1.5003472089767456,-0.00011983607400907203,0.0004005648701135919,0.009698064900325485
17,756140.85863633,9976.3037109375,49.553495455395485,1.189963969055488,49.54280857260062,1.0290921176216903,3.7564441347900206,306.0,1.5698778629302979,0.0009955688146874309,0.00019395441797509335,0.009611119369682664
18,756140.98442827,7924.4609375,50.45694236400684,1.6472910306951156,50.43608994608754,1.4504701564924651,2.967775739510048,243.0,1.5698271989822388,0.0009922023164108396,0.00019438886331750509,0.009808267672616158
19,756141.10868173,6294.623046875,48.72620864692724,1.71829120250669,48.70429834597636,1.4610721166360432,2.738367276013945,193.0,1.5695888996124268,0.000992179848253727,0.00019575109907793225,0.009538208896536653
20,756141.23622561,4999.99169921875,50.63025752499644,1.1793352283257124,50.61953260438662,1.0420633190447206,7.286235402234653,153.0,1.5695135593414307,0.0009903209283947945,0.00018919398257654402,0.009578940060030112
21,756141.36165206,3971.63671875,50.663981179020304,-0.034978160426109316,50.6639717380209,-0.030929551294860372,3.3549892847202605,122.0,1.5695157051086426,0.0009887743508443236,0.00019163734575511191,0.009709110878534396
22,756141.48686079,3154.785400390625,50.29103404400572,0.681099164890603,50.28748075210315,0.5978167128788359,4.4159315771094985,96.0,1.569382667541504,0.0009876746917143464,0.00019307894347671818,0.00971013971956829
23,756141.61197531,2505.932861328125,50.03929876379628,-0.30277774539438884,50.03860007650254,-0.26442987029505305,5.7476667020734915,76.0,1.5693719387054443,0.0009853001683950424,0.00019499159581636867,0.009757242719484681
24,756141.7402452,1990.533203125,50.587705087393736,-0.14844828195179313,50.587535294376416,-0.13106810955532586,5.116319191766805,61.0,1.5693516731262207,0.0009835463715717196,0.00019184415660053304,0.009704955616847546
25,756141.86481741,1581.135498046875,50.534959825455196,0.38068157565833866,50.53384440454155,0.3357592261664002,4.052342439134811,48.0,1.569173812866211,0.0009867304470390081,0.0001919462913540326,0.009699998122221156
26,756141.98995179,1255.94091796875,51.60240200964787,0.2649297670354163,51.60185037009379,0.23860332722206043,4.239138247699949,38.0,1.5691989660263062,0.00098172458820045,0.00019042920515360037,0.009826604398713794
