,Timestamp,Working Electrode Voltage [V],Working Electrode Current [A],Temperature [C]
0,0.12463664007373154,-10.635013580322266,6.589088570763124e-06,0.0
1,0.22463656007312238,-10.635013580322266,6.577392014150973e-06,0.0
2,0.324636559933424,-10.635013580322266,6.587564712390304e-06,0.0
3,0.4246364999562502,-10.635013580322266,6.615637175855227e-06,0.0
4,0.5246365598868579,-10.635013580322266,6.612110610149102e-06,0.0
5,0.6246364999096841,-10.635013580322266,6.600980213988805e-06,0.0
6,0.7246365600731224,-10.635013580322266,6.6348479776934255e-06,0.0
7,0.8246369899716228,-10.635013580322266,6.654095159319695e-06,0.0
8,0.9246368198655546,-10.635013580322266,6.626323738601059e-06,0.0
9,1.024636619957164,-10.635013580322266,6.572305210283957e-06,0.0
10,1.1246365399565548,-10.635013580322266,6.635787485720357e-06,0.0
11,1.22463674005121,-10.635013580322266,6.584268248843728e-06,0.0
12,1.3246364800725132,-10.635013580322266,6.5604131123109255e-06,0.0
13,1.4246367400046438,-10.635013580322266,6.579589353350457e-06,0.0
14,1.5246365498751402,-10.635013580322266,6.640112133027287e-06,0.0
15,1.624636469874531,-10.635013580322266,6.549673798872391e-06,0.0
16,1.724636479979381,-10.635013580322266,6.6440284172131214e-06,0.0
17,1.8246365399099886,-10.635013580322266,6.548858436872251e-06,0.0
18,1.9246364699210972,-10.635013580322266,6.6880866143037565e-06,0.0
19,2.02463654987514,-10.635013580322266,6.5919953158299904e-06,0.0
20,2.1246364598628134,-10.635013580322266,6.671109076705761e-06,0.0
21,2.224636479979381,-10.635013580322266,6.6113484535890166e-06,0.0
22,2.3246364800725132,-10.635013580322266,6.64822891849326e-06,0.0
23,2.424636479932815,-10.635013580322266,6.703824055875884e-06,0.0
24,2.5246365398634225,-10.635013580322266,6.65329753246624e-06,0.0
25,2.6246366100385785,-10.635013580322266,6.668060450465418e-06,0.0
26,2.7246365998871624,-10.635013580322266,6.664746251772158e-06,0.0
27,2.8246365399099886,-10.635013580322266,6.629496056120843e-06,0.0
28,2.9246364198625088,-10.635013580322266,6.677843430225039e-06,0.0
29,3.0246364399790764,-10.635013580322266,6.5715080381778535e-06,0.0
30,3.1246364798862487,-10.635013580322266,6.705915893689962e-06,0.0
