,Timestamp,Working Electrode Voltage [V],Working Electrode Current [A],Temperature [C],Corrected Working Electrode Voltage [V]
0,0.07352013000036095,1.5286741256713867,0.0002826266863849014,0.0,1.5211337587293121
1,0.12352018999990833,1.5367718935012817,0.0002828048018272966,0.0,1.5292267745104502
2,0.17352019000009022,1.538986325263977,0.0002827111165970564,0.0,1.5314437057576142
3,0.22352007000063168,1.5395426750183105,0.0002826782874763012,0.0,1.5320009313797578
4,0.27352013000017905,1.5401848554611206,0.00028252488118596375,0.0,1.5326472046410315
5,0.3235201600000437,1.5404874086380005,0.0002827347198035568,0.0,1.5329441594075295
6,0.37352013000054285,1.5405566692352295,0.00028272971394471824,0.0,1.53301355355907
7,0.42352019999998447,1.5403311252593994,0.00028281411505304277,0.0,1.5327857577954302
8,0.47352012999999715,1.5401191711425781,0.00028255462530069053,0.0,1.5325807267614058
9,0.523520130000179,1.5401700735092163,0.0002827548305504024,0.0,1.5326262877320638
10,0.5735201799998322,1.5401995182037354,0.0002826613199431449,0.0,1.5326582272521803
11,0.6235201300005428,1.54021155834198,0.00028271329938434064,0.0,1.5326688805997255
12,0.6735201900000902,1.5402131080627441,0.000282714725472033,0.0,1.5326703922730405
13,0.7235201900002721,1.5402228832244873,0.00028267133166082203,0.0,1.5326813251643092
14,0.7735200699999041,1.5402251482009888,0.0002826975251082331,0.0,1.5326828913101112
15,0.8235202000005302,1.540239691734314,0.00028264670982025564,0.0,1.5326987905749934
16,0.8735201500003313,1.540216088294983,0.00028266047593206167,0.0,1.5326748198613058
17,0.9235201999999845,1.5402125120162964,0.0002828256110660732,0.0,1.532666837843298
18,0.9735200900004202,1.5401875972747803,0.00028272750205360353,0.0,1.532644540610991
19,1.023520130000179,1.5402005910873413,0.0002827343123499304,0.0,1.5326573527275702
20,1.0735202100004244,1.5401920080184937,0.000282576831523329,0.0,1.5326529711841839
21,1.1235200800001621,1.5401805639266968,0.0002828000287991017,0.0,1.5326355722783482
22,1.173520180000196,1.5401642322540283,0.0002826084673870355,0.0,1.532624351387529
23,1.223520120000103,1.5401811599731445,0.0002827405696734786,0.0,1.532637754670484
24,1.2735203399997772,1.5406861305236816,0.00028265410219319165,0.0,1.5331450321388083
25,1.323520190000636,1.5406900644302368,0.0002827444695867598,0.0,1.5331465550794499
26,1.3735201300005428,1.5406540632247925,0.0002825588162522763,0.0,1.5331155070307083
27,1.4235201500005132,1.5401960611343384,0.00028277948149479926,0.0,1.5326516176798497
