,Timestamp,Working Electrode Voltage [V],Working Electrode Current [A],Temperature [C]
0,0.07343648999994912,2.8953356742858887,0.05654338747262955,0.0
1,0.12343635999968683,2.919081449508667,0.05654265731573105,0.0
2,0.17343636000077822,2.9280667304992676,0.05654100701212883,0.0
3,0.22343634999924689,2.9348745346069336,0.0565418042242527,0.0
4,0.2734364200005075,2.940756320953369,0.0565418116748333,0.0
5,0.32343659000071057,2.9455549716949463,0.05654270574450493,0.0
6,0.37343641000006755,2.949916124343872,0.05654119700193405,0.0
7,0.4234364799995092,2.9537436962127686,0.05654071271419525,0.0
8,0.4734364199994161,2.9564554691314697,0.056540049612522125,0.0
9,0.523436359999323,2.9589130878448486,0.05654056370258331,0.0
10,0.5734364799991454,2.9610025882720947,0.0565408356487751,0.0
11,0.6234364499996445,2.963890790939331,0.056541379541158676,0.0
12,0.6734364799995092,2.9652698040008545,0.05654153600335121,0.0
13,0.7234363600000506,2.9674863815307617,0.056540895253419876,0.0
14,0.7734364200005075,2.967756509780884,0.05654039978981018,0.0
15,0.8234364799991454,2.9674322605133057,0.05654056370258331,0.0
16,0.87343662999956,2.968928813934326,0.056541066616773605,0.0
17,0.9234363600007782,2.972290515899658,0.056540969759225845,0.0
18,0.9734366499997122,2.974003553390503,0.05654117465019226,0.0
19,1.0234364999996615,2.9742231369018555,0.056541115045547485,0.0
20,1.0734363600004144,2.974189043045044,0.05654085427522659,0.0
21,1.1234364199990523,2.974632740020752,0.05654095858335495,0.0
22,1.1734363600007782,2.977202892303467,0.05654095485806465,0.0
23,1.2234364899995853,2.9785499572753906,0.05654079094529152,0.0
24,1.2734364999996615,2.978444814682007,0.056540511548519135,0.0
25,1.32343641999978,2.9802372455596924,0.05654067173600197,0.0
26,1.3734364199990523,2.9818410873413086,0.056541115045547485,0.0
27,1.4234365600004821,2.983003616333008,0.05654125288128853,0.0
28,1.4734364800006006,2.983060359954834,0.05654023587703705,0.0
29,1.5234364099997038,2.9844720363616943,0.056540437042713165,0.0
30,1.57343641999978,2.9863808155059814,0.05654053017497063,0.0
31,1.623436350000702,2.9873690605163574,0.05654048174619675,0.0
32,1.6734364299991284,2.9894676208496094,0.05654159188270569,0.0
33,1.7234364800006006,2.991633176803589,0.05654070898890495,0.0
34,1.7734364200005075,2.992696762084961,0.05654014274477959,0.0
35,1.82343641999978,2.995924711227417,0.05654038116335869,0.0
36,1.8734364199990523,2.998802661895752,0.056540194898843765,0.0
37,1.9234366100008629,3.000936269760132,0.056539054960012436,0.0
38,1.9734364800006006,3.002162218093872,0.05653993412852287,0.0
39,2.023436359999323,3.002361536026001,0.05654023960232735,0.0
40,2.07343641999978,3.002807378768921,0.05654040351510048,0.0
41,2.1234364199990523,3.0040946006774902,0.05653980001807213,0.0
42,2.1734364200001437,3.0071187019348145,0.05653953552246094,0.0
43,2.2234363600000506,3.010296583175659,0.05653972551226616,0.0
44,2.2734364099997038,3.013242483139038,0.05654003471136093,0.0
45,2.3234364799991454,3.0150699615478516,0.05654064565896988,0.0
46,2.3734366099997715,3.017564535140991,0.05654027312994003,0.0
47,2.42343640999934,3.020728349685669,0.05654101073741913,0.0
48,2.4734364800006006,3.0240426063537598,0.05654025077819824,0.0
