,Timestamp,Frequency [Hz],Absolute Impedance,Phase Angle,Real Impedance,Imaginary Impedance,Total Harmonic Distortion,Number of Cycles,Working electrode DC Voltage [V],DC Current [A],Current Amplitude,Voltage Amplitude
0,105785.65758155,500000.0,9.48798799253534,71.42270641589583,3.0227181495379827,8.993613908487982,129.71534954049926,1330.0,1.500432825088501,-0.00012871136059402488,0.0009753709995540625,0.009310297891976224
1,105786.28458352,397164.09375,11.909139755559133,74.61083733492765,3.1603731573536593,11.4821448877689,109.33104684104981,1092.0,1.500250518321991,-0.00021569197269855067,0.0010094066894117087,0.010157188279393383
2,105787.13561857,315478.625,6.684823652412752,85.62851934727729,0.5095355026369974,6.6653762711049875,126.03299630971117,1355.0,1.4989728689193726,-0.0002124342747265473,0.001635395729033217,0.010059216757825232
3,105787.98261019,250593.578125,5.839680673351006,63.36028449463561,2.618388883251033,5.2197614909856425,129.87023967201964,1385.0,1.497531771659851,-0.00021627960668411106,0.0018191569036637325,0.010527590281025631
4,105788.8079333,199053.53125,4.7581194991874725,70.87750554236264,1.5587069563489635,4.495568239141455,144.451857463282,1360.0,1.4994304418563842,-0.00021749785810243338,0.00188502877779918,0.00894402192005551
5,105789.48395291,158113.890625,3.747268139817455,70.23194551924317,1.2673758310775667,3.526439708047114,120.4010670245764,1370.0,1.4991851329803467,-0.0002242430782644078,0.00272408448308843,0.010055501996363892
6,105790.56655333,125594.34375,2.5442457750736596,50.51115767605655,1.6179569833678018,1.963517701461214,123.82603748113553,546.0,1.501656413078308,-0.0002451812761137262,0.0038066024101582356,0.009526508947195755
7,105792.36055906,99763.0859375,2.234133438076458,53.0061366912694,1.3443439552294247,1.784402294654835,123.86711218950339,1355.0,1.5002586126327515,-0.00023318562598433344,0.004369106747088171,0.00982434711808641
8,105793.54492053,79244.65625,1.9386981154013716,30.488650099634015,1.6706337131907205,0.9836327460040233,128.36851603491726,1360.0,1.5005951642990112,-0.00023860422952566297,0.005260781961661668,0.010518470405168307
9,105794.16238717,62946.23046875,1.8511802236816222,34.25736365586762,1.5300326850110524,1.0420500004067992,99.68575499324459,1285.0,1.4993790864944458,-0.00023379100603051483,0.00539389570301443,0.009975263621530853
10,105794.71403239,50000.0078125,1.7384591110731242,24.172559863936826,1.5860246398863507,0.7118749346244243,178.5357909346223,1020.0,1.4994280099868775,-0.00022272586938925086,0.005872669993904166,0.010048578766280297
11,105795.13334376,39716.4375,1.6066434736865691,22.88201135850174,1.4802127301970347,0.6247187566435685,115.66762090366538,810.0,1.499944806098938,-0.0002421431301627308,0.006073046464160159,0.009915121267518662
12,105795.65463381,31547.900390625,1.5364039507067435,0.8892566491513484,1.53621890642067,0.02384473323336859,213.71023392735734,645.0,1.4997295141220093,-0.00022530810965690762,0.006147109448884809,0.009147106059318238
13,105796.01860295,25059.375,1.5682113795427617,4.630155008610509,1.5630935709108673,0.1265915459441329,95.57530589233735,510.0,1.5007428884506226,-0.00022350689687300473,0.006256099852637212,0.00984264108710153
14,105796.38613491,19905.34375,1.6405127381860578,-3.017359551303501,1.6382383839886079,-0.08635416247704338,85.98819883145988,405.0,1.4995057106018066,-0.0002373261784669012,0.005654989475343766,0.009320311025344662
15,105796.78936933,15811.3896484375,1.7334925360523978,-10.582303062478141,1.7040095017775685,-0.3183519913572662,88.0682186577821,320.0,1.500094223022461,-0.0002268963202368468,0.005716328296247811,0.009953012051154567
16,105797.16919724,12559.443359375,1.7398367524538227,-12.852061647870345,1.6962497398910128,-0.38699967068298124,96.89069219239965,255.0,1.501314377784729,-0.00024051006766967475,0.005104178220644469,0.009101651315308277
17,105797.48493792,9976.3037109375,78.78829922904652,2.2180027024540063,78.72927145976246,3.049247582733093,7.1587902301049775,306.0,1.5573407411575317,0.000993658322840929,0.00012783298937751894,0.010071743818419486
18,105797.61009195,7924.4609375,78.26472674941154,1.0488532114633113,78.25161356679119,1.4326295242083287,4.634685665263906,243.0,1.5573683977127075,0.0009958231821656227,0.00012368319346366146,0.009680031339928067
19,105797.74063219,6294.623046875,54.36965780402244,1.4296817276619527,54.35273245869488,1.3565264464928442,3.614458025013656,193.0,1.546248435974121,0.0009928784566000104,0.00018619502009067522,0.010123359527143095
20,105797.8726454,4999.99169921875,55.809971106450874,2.117061976673699,55.771877308873904,2.0616925927007355,4.8087008564258005,153.0,1.5463037490844727,0.0009889919310808182,0.00018920691505769114,0.010559632462510448
21,105798.05084906,3971.63671875,54.07534868475408,0.5491755846861311,54.07286473283413,0.5183000698035799,4.364890195922342,122.0,1.5462385416030884,0.0009910884546115994,0.0001838808827336895,0.009943422850284636
22,105798.23404228,3154.785400390625,60.168259538801635,-1.1771190440535118,60.155562054490595,-1.2360460496782781,4.136612328612147,96.0,1.5461167097091675,0.0007987680728547275,0.0001650860546159058,0.009932940580366601
23,105798.45398408,2505.932861328125,55.91282645091207,-1.430042993862948,55.89541191801012,-1.3953810396391697,5.52379680365874,76.0,1.5460835695266724,0.0009905938059091568,0.00018351166621288247,0.010260655944678601
24,105798.63509542,1990.533203125,61.33523020333167,-1.4127499603556337,61.31658602092428,-1.512198014243911,5.419103561050628,61.0,1.5460495948791504,0.0007978082867339253,0.00016362999567773009,0.010036283453063741
25,105798.81661886,1581.135498046875,57.48598837419728,-2.3929556864109305,57.43585892588412,-2.400201825739209,8.053178086483214,48.0,1.5459880828857422,0.0011947461171075702,0.0001775770992519109,0.010208195063119025
26,105799.0389149,1255.94091796875,59.92220803961458,-5.238929114428339,59.67188836295592,-5.471449126307967,6.245303252424474,38.0,1.5459938049316406,0.0007970188744366169,0.0001646723594293412,0.009867531380099171
27,105799.25916357,997.6298217773438,55.80928991773173,-3.6279860457822504,55.69744472035445,-3.531500070011826,11.45559012006737,30.0,1.5460338592529297,0.0009886735351756215,0.00018245639588103255,0.01018276189506898
28,105799.44124599,792.4449462890625,61.20953806786504,-5.018445033392228,60.97489673433419,-5.354392469617965,7.4289782762463075,24.0,1.5459706783294678,0.0007980771479196846,0.0001638160454377811,0.010027104469350972
